web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665775847-8537","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","4
 Blood Moon"
"1665775847-8538","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","1
 Mountain"
"1665775847-8539","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","1
 Savai Triome"
"1665775847-8540","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","4
 Sacred Foundry"
"1665775847-8541","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","4
 Arid Mesa"
"1665775847-8542","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","4
 Marsh Flats"
"1665775847-8543","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","4
 Inspiring Vantage"
"1665775847-8544","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","5
 Plains"
"1665775847-8545","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","1
 Ratchet Bomb"
"1665775847-8546","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","1
 Ingot Chewer"
"1665775847-8547","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","2
 Seal of Cleansing"
"1665775847-8548","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","2
 Rest in Peace"
"1665775847-8549","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","2
 Prismatic Ending"
"1665775847-8550","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","2
 Burrenton Forge-Tender"
"1665775847-8551","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","2
 Avalanche Riders"
"1665775847-8552","https://mtgdecks.net/Modern/metagame:last-year","Boros Kiki","https://mtgdecks.net/Modern/boros-kiki","N/A","showdown{","https://mtgdecks.net/Modern/showdown-decklist-by-mordetolight-1476417","3
 Leyline of Sanctity"
"1665775852-8553","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Groundbreaker"
"1665775852-8554","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Hexdrinker"
"1665775852-8555","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","3
 Werewolf Pack Leader"
"1665775852-8556","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","3
 Scavenging Ooze"
"1665775852-8557","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Strangleroot Geist"
"1665775852-8558","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Steel Leaf Champion"
"1665775852-8559","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Pelt Collector"
"1665775852-8560","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Dryad Militant"
"1665775852-8561","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Dismember"
"1665775852-8562","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Vines of Vastwood"
"1665775852-8563","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Aspect of Hydra"
"1665775852-8564","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","4
 Rancor"
"1665775852-8565","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Treetop Village"
"1665775852-8566","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Nurturing Peatland"
"1665775852-8567","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","17
 Forest"
"1665775852-8568","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","1
 Void Mirror"
"1665775852-8569","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","1
 Thrun, the Last Troll"
"1665775852-8570","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","1
 Heroic Intervention"
"1665775852-8571","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Torpor Orb"
"1665775852-8572","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Tormod's Crypt"
"1665775852-8573","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Pithing Needle"
"1665775852-8574","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Gut Shot"
"1665775852-8575","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Deglamer"
"1665775852-8576","https://mtgdecks.net/Modern/metagame:last-year","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro","N/A","Mono Green Aggro","https://mtgdecks.net/Modern/mono-green-aggro-decklist-by-p00pinmyfacex3-1471546","2
 Collector Ouphe"
"1665775857-8577","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Vendilion Clique"
"1665775857-8578","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Ertai Resurrected"
"1665775857-8579","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Brazen Borrower"
"1665775857-8580","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Snapcaster Mage"
"1665775857-8581","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Fallen Shinobi"
"1665775857-8582","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Spellstutter Sprite"
"1665775857-8583","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Hero's Downfall"
"1665775857-8584","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Cast Down"
"1665775857-8585","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Archmage's Charm"
"1665775857-8586","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Force of Negation"
"1665775857-8587","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Counterspell"
"1665775857-8588","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Fatal Push"
"1665775857-8589","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Inquisition of Kozilek"
"1665775857-8590","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Bitterblossom"
"1665775857-8591","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Jace, the Mind Sculptor"
"1665775857-8592","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Watery Grave"
"1665775857-8593","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Creeping Tar Pit"
"1665775857-8594","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","3
 Swamp"
"1665775857-8595","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Polluted Delta"
"1665775857-8596","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Darkslick Shores"
"1665775857-8597","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","4
 Field of Ruin"
"1665775857-8598","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","5
 Island"
"1665775857-8599","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Relic of Progenitus"
"1665775857-8600","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Negate"
"1665775857-8601","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Flusterstorm"
"1665775857-8602","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Aether Gust"
"1665775857-8603","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","1
 Ashiok, Dream Render"
"1665775857-8604","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Surgical Extraction"
"1665775857-8605","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Plague Engineer"
"1665775857-8606","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","2
 Mystical Dispute"
"1665775857-8607","https://mtgdecks.net/Modern/metagame:last-year","UB Faeries","https://mtgdecks.net/Modern/ub-faeries","29%","Dimir Faeries","https://mtgdecks.net/Modern/dimir-faeries-decklist-by-nick-stevens-1468238","3
 Spreading Seas"
"1665775862-8608","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Ragavan, Nimble Pilferer"
"1665775862-8609","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Voldaren Epicure"
"1665775862-8610","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Seasoned Pyromancer"
"1665775862-8611","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Relic of Progenitus"
"1665775862-8612","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Pyrite Spellbomb"
"1665775862-8613","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Experimental Synthesizer"
"1665775862-8614","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Shrapnel Blast"
"1665775862-8615","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Lightning Bolt"
"1665775862-8616","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Galvanic Blast"
"1665775862-8617","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Shatterskull Smashing"
"1665775862-8618","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Urza's Saga"
"1665775862-8619","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","1
 Sokenzan, Crucible of Defiance"
"1665775862-8620","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","1
 Shinka, the Bloodsoaked Keep"
"1665775862-8621","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","2
 Mountain"
"1665775862-8622","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Silverbluff Bridge"
"1665775862-8623","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Ramunap Ruins"
"1665775862-8624","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Den of the Bugbear"
"1665775862-8625","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","1
 Shadowspear"
"1665775862-8626","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","1
 Pithing Needle"
"1665775862-8627","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","1
 Brittle Effigy"
"1665775862-8628","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Smash to Smithereens"
"1665775862-8629","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Ratchet Bomb"
"1665775862-8630","https://mtgdecks.net/Modern/metagame:last-year","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts","N/A","Mono Red Artifacts","https://mtgdecks.net/Modern/mono-red-artifacts-decklist-by-mhayashi-1476578","4
 Cleansing Wildfire"
"1665775867-8631","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","3
 Archon of Cruelty"
"1665775867-8632","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Fable of the Mirror-Breaker"
"1665775867-8633","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Fire/Ice"
"1665775867-8634","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","2
 Spell Pierce"
"1665775867-8635","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Prismari Command"
"1665775867-8636","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Opt"
"1665775867-8637","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Lightning Bolt"
"1665775867-8638","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Counterspell"
"1665775867-8639","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Indomitable Creativity"
"1665775867-8640","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","4
 Hard Evidence"
"1665775867-8641","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","1
 Jace, the Mind Sculptor"
"1665775867-8642","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","1
 Xander's Lounge"
"1665775867-8643","https://mtgdecks.net/Modern/metagame:last-year","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity","N/A","Izzet Creativity","https://mtgdecks.net/Modern/izzet-creativity-decklist-by-volpert-1476555","1
 Blood Crypt"
